セクション1-3:代名詞 (Pronouns),学習事項の基礎的な説明,"Q: 代名詞とは何ですか？","A: 代名詞は、名詞の代わりに使われる単語です。具体的な名詞を繰り返さずに句や文章をスムーズにつなげる働きがあります。主要な代名詞には、主格代名詞（I, you, he, she, it, we, they）、目的格代名詞（me, you, him, her, it, us, them）、所有代名詞（my, your, his, her, its, our, their）があります。","pronouns"
セクション3-3:進行形 (Progressive),異なるカテゴリとの関連性,"Q: 助動詞と進行形の関係を説明してください。","A: 進行形は通常、助動詞 'be' と主動詞の現在分詞（-ing形）を使用して形成されます。この 'be' は適切な時制に合わせて変化します（現在時制では 'am', 'is', 'are', 過去時制では 'was', 'were', 未来時制では 'will be' など）。","auxiliary verbs and progressive tense"
セクション3-3:進行形 (Progressive),文化的・社会的文脈,"Q: 進行形の使い方は、文化や地域によって異なりますか？","A: 一部の地域や文化では、特定の行動の継続を示すためにより頻繁に進行形を使用することがありますが、基本的な用途や意味は全世界で共通しています。","cultural variation in progressive usage"
セクション3-3:進行形 (Progressive),実用的な派生,"Q: ""run"" の現在進行形、過去進行形、未来進行形は何ですか？","A: ""run""の現在進行形は ""am/is/are running""、過去進行形は ""was/were running""、未来進行形は ""will be running"" or ""is/are going to be running"" です。","running in different progressive tenses"
セクション3-4:完了形 (Perfect),学習事項の基礎的な説明,"Q: 完了形とは何ですか？","A: 完了形は、ある行動が特定の時間点において既に『完了』している状態を示す時制です。「have/has + 過去分詞」で形成され、現在完了形・過去完了形・未来完了形などがあります。","perfect tense"
セクション3-4:完了形 (Perfect),例文,"Q: 現在完了形・過去完了形・未来完了形をそれぞれ１つずつ例文で示してください。","A: 現在完了形: ""I have finished my homework.""（私は宿題を終えた。）過去完了形: ""I had finished my homework by the time I went to bed.""（私は寝る時にはすでに宿題を終えていた。）未来完了形: ""I will have finished my homework by tomorrow.""（私は明日までに宿題を終えるだろう。）","finished homework"
セクション3-4:完了形 (Perfect),練習問題,"Q: 次の文を現在完了形・過去完了形・未来完了形に変えてみてください。 ""I play soccer every day.""","A: 現在完了形: ""I have played soccer today."" 過去完了形: ""I had played soccer by the time the sun set."" 未来完了形: ""I will have played soccer by this time tomorrow.""","playing soccer"
セクション3-4:完了形 (Perfect),同じカテゴリ内の拡張,"Q: 完了進行形とは何ですか？例を挙げてください。","A: 完了進行形は、過去の一定時間から現在またはその直前まで続いている進行中の行動を表すために使用されます。「has/have been + 動詞の-ing形」で形成されます。例：""I have been studying for three hours."""（私は鉛筆を使っています。）","perfect progressive tense"
セクション3-4:完了形 (Perfect),異なるカテゴリとの関連性,"Q: 助動詞と完了形の関係を説明してください。","A: 完了形は、助動詞 'have' と過去分詞を使用して形成されます。この 'have' を適切な時制に合わせて変化させます（現在完了では 'have/has', 過去完了では 'had', 未来完了では 'will have'）。","auxiliary verbs and perfect tense"
セクション3-4:完了形 (Perfect),文化的・社会的文脈,"Q: 完了形の使い方は文化や地域によって異なりますか？","A: 一部の地域や文化では、特定のタイミングや状況における行動の完了を示すために、完了形が頻繁に使用される場合があります。しかし、基本的な使用目的と意味は全世界で共通しています。","cultural difference in perfect tense usage"
セクション3-4:完了形 (Perfect),実用的な派生,"Q: ""work"" の現在完了形・過去完了形・未来完了形は何ですか？","A: ""work""の現在完了形は ""have/has worked""、過去完了形は ""had worked""、未来完了形は ""will have worked"" です。","worked in different perfect tenses"
セクション3-5:動詞の規則性 (Regular vs. Irregular verbs),学習事項の基礎的な説明,"Q: 規則動詞と不規則動詞の違いは何ですか？","A: 規則動詞は、過去形と過去分詞を作るときに、基本形の末尾に '-ed' を追加することで規則的に形成されます。一方、不規則動詞は特別な形を持つ動詞で、規則的なパターンがありません。基本形、過去形、過去分詞の各形が異なる場合が多いです。","regular and irregular verbs"
セクション3-5:動詞の規則性 (Regular vs. Irregular verbs),例文,"Q: 規則動詞と不規則動詞をそれぞれ一つずつ、その過去形とともに示してください。","A: 規則動詞： 'work' - 'worked', 不規則動詞： 'go' - 'went'","regular and irregular verb examples"
セクション3-5:動詞の規則性 (Regular vs. Irregular verbs),練習問題,"Q: 次の動詞が規則動詞か不規則動詞か判断して、過去形を書いてください。 'play', 'have', 'watch', 'see', 'start'","A: 'play' - 規則動詞, 過去形: 'played' 'have' - 不規則動詞, 過去形: 'had' 'watch' - 規則動詞, 過去形: 'watched' 'see' - 不規則動詞, 過去形: 'saw' 'start' - 規則動詞, 過去形: 'started'","regular vs irregular verbs exercise"
セクション3-5:動詞の規則性 (Regular vs. Irregular verbs),同じカテゴリ内の拡張,"Q: 不規則動詞が規則動詞と異なる理由を説明してください。","A: 不規則動詞は、英語が他の言語、特に古代のゲルマン語系言語から影響を受けた結果、規則性がなくなった一部の動詞です。これらの動詞は、その変形が規則的でないため、個々に覚える必要があります。","origin of irregular verbs"
セクション3-5:動詞の規則性 (Regular vs. Irregular verbs),異なるカテゴリとの関連性,"Q: 動詞の規則性と時制の関連性を説明してください。","A: 動詞の規則性（規則動詞または不規則動詞であるか）は、特に過去形と過去分詞を作る際に重要です。規則動詞は 'ed' を追加するだけですが、不規則動詞は特殊な形をとるため、正しい時制を形作るためにはこれらを個々に覚える必要があります。","tenses and verb regularity"
セクション3-5:動詞の規則性 (Regular vs. Irregular verbs),文化的・社会的文脈,"Q: 不規則動詞の使用は方言や地域によって異なりますか？","A: はい、一部の地域や方言では、特定の不規則動詞の過去形や過去分詞の形が異なることがあります。しかし、標準英語では、これらの形は一般的に共通です。","dialect variation in irregular verbs"
セクション3-5:動詞の規則性 (Regular vs. Irregular verbs),実用的な派生,"Q: 'run', 'begin', 'swim' の基本形、過去形、過去分詞を挙げてください。","A: 'run' - 基本形: run, 過去形: ran, 過去分詞: run. 'begin' - 基本形: begin, 過去形: began, 過去分詞: begun. 'swim' - 基本形: swim, 過去形: swam, 過去分詞: swum.","practical usage of irregular verbs"
セクション3-6:助動詞 (Modal verbs),学習事項の基礎的な説明,"Q: 助動詞とは何ですか？","A: 助動詞は、他の動詞と一緒に用いられ、その意味や時制を変える働きをする動詞です。例えば、 'can', 'could', 'will', 'would', 'should', 'may', 'might', 'must' などがあります。","modal verbs"
セクション3-6:助動詞 (Modal verbs),例文,"Q: 'can', 'must', 'should' を使った例文をそれぞれ作成してください。","A: 'can': 'I can swim.' 'must': 'You must study for the test.' 'should': 'You should go to bed early tonight.'","modal verbs examples"
セクション3-6:助動詞 (Modal verbs),練習問題,"Q: 次の動詞 'go', 'study', 'sleep' に対応する助動詞を入れて、意味に応じた文を作成してください (1. 能力, 2. 必要性, 3. 助言)。","A: 1. 'I can go to the party.' 2. 'You must study for the exam.' 3. 'You should sleep early.'","modal verbs exercise"
セクション3-6:助動詞 (Modal verbs),同じカテゴリ内の拡張,"Q: 'will' と 'would' の使い方の違いを述べてください。","A: 'will' は未来の出来事を述べる際や、意志・決意を表す際に使います。一方 'would' は推測や丁寧な依頼、仮定の状況などを表す際に使います。","will and would"
セクション3-6:助動詞 (Modal verbs),異なるカテゴリとの関連性,"Q: 助動詞と時制との関連は何ですか？","A: 助動詞は、他の動詞と組み合わせることで、その動詞の時制（過去、現在、未来）を変え、または意味（推測、可能性、必要性など）を追加することができます。","tenses and modal verbs"
セクション3-6:助動詞 (Modal verbs),文化的・社会的文脈,"Q: 英語の方言や地域によって、助動詞の使用が変わることはありますか？","A: はい、方言や地域、または社会文化的なコンテクストによって助動詞の使用が微妙に変わることがあります。しかし、その基本的な意味や用法は概ね共通しています。","dialect variation in modal verbs"
セクション3-6:助動詞 (Modal verbs),実用的な派生,"Q: 'can', 'may', 'must'を使って、それぞれ異なる状況を表した文を作ってください。","A: 'can': 'I can play the piano.' (能力) 'may': 'May I borrow your book?' (許可) 'must': 'I must finish my homework today.' (必要性)","practical usage of modal verbs"
セクション4-1:代名詞(Pronouns),学習事項の基礎的な説明,"Q: 代名詞とは何ですか？","A: 代名詞は、名詞が既に述べられてそれが何を指すか明確な場合に、その名詞を置き換えて使われる単語です。主な代名詞には 'he', 'she', 'it', 'they', 'we', 'you' などがあります。","pronouns"
セクション4-1:代名詞(Pronouns),例文,"Q: 'he', 'she', 'it', 'they', 'we', 'you' を使った例文をそれぞれ作成してください。","A: 'he': He is my brother. 'she': She is my sister. 'it': It is my book. 'they': They are my friends. 'we': We are a team. 'you': You are my best friend.","pronouns examples"
セクション4-1:代名詞(Pronouns),練習問題,"Q: 次の文で、名詞を対応する代名詞に変えてください。 'John and Mary are at the park. John and Mary are eating ice cream.'","A: 'John and Mary are at the park. They are eating ice cream.'","pronouns exercise"
セクション4-1:代名詞(Pronouns),同じカテゴリ内の拡張,"Q: 所有代名詞とは何ですか？","A: 所有代名詞は、所有物や関係を示す代名詞です。例えば、'my', 'your', 'his', 'her', 'its', 'our', 'their' があります。","possessive pronouns"
セクション4-1:代名詞(Pronouns),異なるカテゴリとの関連性,"Q: 代名詞と名詞の関連性は何ですか？","A: 代名詞は、名詞を置き換えることができます。名詞が明確で、これ以上繰り返す必要がない場合に、その名詞を代名詞で置き換えることができます。","nouns and pronouns"
セクション4-1:代名詞(Pronouns),文化的・社会的文脈,"Q: 代名詞の使用が社会的な規范や配慮にどのように影響するか述べてください。","A: 代名詞の使用は、個人の性別認識や選択に影響を与える可能性があります。例えば、性別に固定されない代名詞 'they' は、ジェンダーニュートラルな代名詞として尊重と配慮の表現となります。","gender pronouns"
セクション4-1:代名詞(Pronouns),実用的な派生,"Q: 'I'の代わりに使える別の代名詞は何か、それを用いて文を作ってください。","A: 'I' の代わりに 'we' （複数形）があります。または具体的な状況により、自分自身を指す ''myself' も使用可能です。例：'We are going to the cinema tonight.' または 'I did it all by myself.'","practical usage of pronouns"
セクション4-2:主格 (subject pronouns),学習事項の基礎的な説明,"Q: 主格代名詞とは何ですか？","A: 主格代名詞は、文の主体を示します。「I」「you」「he」「she」「it」「we」「they」などがあります。","subject pronouns"
セクション4-2:主格 (subject pronouns),例文,"Q: 'I', 'you', 'he', 'she', 'it', 'we', 'they' を使った例文をそれぞれ作成してください。","A: 'I': I am a student. 'You': You are a teacher. 'He': He is my brother. 'She': She is my sister. 'It': It is a cat. 'We': We are friends. 'They': They are my parents.","subject pronouns examples"
セクション4-2:主格 (subject pronouns),練習問題,"Q: 次の文で、適切な主格代名詞を選んでください。「_____ am reading a book.」","A: 'I am reading a book.'","pronouns exercise"
セクション4-2:主格 (subject pronouns),同じカテゴリ内の拡張,"Q: 主格と目的格の代名詞の違いは何ですか？","A: 主格代名詞は文の主体、つまり行為を行っている人や物を示します。一方、目的格代名詞は動作の対象、つまり行為を受けている人や物を示します。例えば「I love you.」では、「I」が主格、'you'が目的格です。","object pronouns"
セクション4-2:主格 (subject pronouns),異なるカテゴリとの関連性,"Q: 主格代名詞と動詞の関連性は何ですか？","A: 主格代名詞は通常、動詞の前に来て、動作を行っている人や物を示します。例えば、「She runs.」では、「She」が主格代名詞で、「runs」が動詞です。","verbs"
セクション4-2:主格 (subject pronouns),文化的・社会的文脈,"Q: 主格代名詞の使用が社会的な規範や配慮にどのように影響するか述べてください。","A: 主格代名詞は、個人の性別認識や選択に影響を与える可能性があります。最近では、性別に固定されない代名詞 'they' が、単数形の主格代名詞として使用されることもあります。","gender pronouns"
セクション4-2:主格 (subject pronouns),実用的な派生,"Q:「I」の代わりに使える主格代名詞を使ってフレーズを作ってみましょう。","A:「We are going on a trip.」","pronouns usage"
セクション4-3:目的格 (object pronouns),学習事項の基礎的な説明,"Q: 目的格代名詞とは何ですか？","A: 目的格代名詞は、動詞や前置詞の目的語として使われます。'me', 'you', 'him', 'her', 'it', 'us', 'them'などがあります。","object pronouns"
セクション4-3:目的格 (object pronouns),例文,"Q: 'me', 'you', 'him', 'her', 'it', 'us', 'them' を使った例文をそれぞれ作成してください。","A: 'me': He likes me.  'you': I see you. 'him': She called him. 'her': I know her. 'it': We want it. 'us': They invited us. 'them': I helped them.","object pronouns examples"
セクション4-3:目的格 (object pronouns),練習問題,"Q: 次の文で、適切な目的格代名詞を選んでください。「She loves _____.」","A: 'She loves him.'","pronouns exercise"
セクション4-3:目的格 (object pronouns),同じカテゴリ内の拡張,"Q: 主格代名詞と目的格代名詞の違いを再度説明してください。","A: 主格代名詞は文の主体を表し、行動を行っている人や物を示します。一方、目的格代名詞は動詞や前置詞の対象を表し、行動を受ける人や物を示します。","subject vs object pronouns"
セクション4-3:目的格 (object pronouns),異なるカテゴリとの関連性,"Q: 前置詞と目的格代名詞の関連性は何ですか？","A: 目的格代名詞は前置詞の直後に来ます。前置詞と目的格代名詞の組み合わせにより、「in her」、「with us」、「to them」などの表現が生成されます。","prepositions"
セクション4-3:目的格 (object pronouns),文化的・社会的文脈,"Q: 目的格代名詞の使用が社会的な規範や配慮にどのように影響するか述べてください。","A: 人々が自己表現に使う代名詞は、自己認識と尊重の重要な手段です。進歩的な社会では、個々が使用する代名詞を尊重し、それに従って主格や目的格の代名詞を使用することが期待されます。","gender pronouns"
セクション4-3:目的格 (object pronouns),実用的な派生,"Q:「You」の代わりに使える目的格代名詞を使ってフレーズを作ってみましょう。","A:「He loves her.」","pronouns usage"
セクション4-4:所有格 (possessive pronouns),学習事項の基礎的な説明,"Q: 所有格代名詞とは何ですか？","A: 所有格代名詞は、物・事が誰に属しているかを示すために使われます。例えば、'mine', 'yours', 'his', 'hers', 'its', 'ours', 'theirs' などがあります。", "possessive pronouns"
セクション4-4:所有格 (possessive pronouns),例文,"Q: 'mine', 'yours', 'his', 'hers', 'its', 'ours', 'theirs' を使った例文をそれぞれ作成してください。","A: 'mine': This book is mine. 'yours': Is this car yours? 'his': That is his hat. 'hers': The choice is hers. 'its': Each dog has its day. 'ours': The victory was ours. 'theirs': The last slice of cake is theirs.","possessive pronouns examples"
セクション4-4:所有格 (possessive pronouns),練習問題,"Q: サッカーボールがあなたのものだと説明するための正しい所有格代名詞は何ですか？","A: 'The soccer ball is mine.'","pronouns exercise"
セクション4-4:所有格 (possessive pronouns),同じカテゴリ内の拡張,"Q: 所有格の形容詞と所有格の代名詞の違いは何ですか？","A: 所有格の形容詞は名詞の前に来ます：これは彼の本（his book）。所有格の代名詞は、その所有物自体を参照します：これは彼のです（this is his）。両者ともに所有を示しますが、使用法と役割が異なります。","possessive adjectives"
セクション4-4:所有格 (possessive pronouns),異なるカテゴリとの関連性,"Q: 所有格代名詞と形容詞の関連性は何ですか？","A: 所有格代名詞と形容詞は両方とも所有を示しますが、所有格形容詞は名詞と一緒に使われ、所有格代名詞は名詞なしで使用されます。たとえば、「This is her book.」（これは彼女の本です）と「This book is hers.」（この本は彼女のものです）の違いです。","pronouns and adjectives"
セクション4-4:所有格 (possessive pronouns),文化的・社会的文脈,"Q: 所有を示す表現はどのように社会や文化に影響を受けますか？","A: 所有を示す表現は、価値観、規範、物の所有方法に影響を受けます。一部の言語では、男性と女性の間で所有格の使い方が異なる場合があります。また、一部の文化では共有が重視されるため、「私たちの」という表現が頻繁に使用されます。","cultural expressions"
セクション4-4:所有格 (possessive pronouns),実用的な派生,"Q:「He was ____ best friend.」という文を完成させてみましょう。","A:「He was my best friend.」","best friend"
セクション4-5:反射代名詞 (reflexive pronouns),学習事項の基礎的な説明,"Q: 反射代名詞とは何ですか？","A: 反射代名詞は、行動が主語自身に向かっていることを示すために使われます。例えば、'myself', 'yourself', 'himself', 'herself', 'itself', 'ourselves', 'yourselves', 'themselves'があります。","reflexive pronouns"
セクション4-5:反射代名詞 (reflexive pronouns),例文,"Q: 'myself', 'yourself', 'himself', 'herself', 'itself', 'ourselves', 'yourselves', 'themselves' を使った例文をそれぞれ作成してください。","A: 'myself': I did it myself. 'yourself': You should treat yourself. 'himself': He built the house himself. 'herself': She paints herself. 'itself': The cat washes itself. 'ourselves': We should challenge ourselves. 'yourselves': You must control yourselves. 'themselves': The birds taught themselves to fly.","reflexive pronouns examples"
セクション4-5:反射代名詞 (reflexive pronouns),練習問題,"Q: 「自分たちで食料を準備してください。」という文を英語でどう表現しますか？","A: 'Prepare the food yourselves.'","cooking"
セクション4-5:反射代名詞 (reflexive pronouns),同じカテゴリ内の拡張,"Q: 反射代名詞と強調代名詞の違いは何ですか？","A: 反射代名詞は行動が主語自身に戻ることを表すのに対し、強調代名詞は動作を行う主体を強調します。たとえば、'I hit myself.'は反射代名詞で、動作が「自分」に戻っていることを示しています。一方、'I myself hit the ball.'は強調代名詞で、「自分がボールを打った」という事実を強調しています。", "emphasis"
セクション4-5:反射代名詞 (reflexive pronouns),異なるカテゴリとの関連性,"Q: 反射代名詞と不定詞の関連性は何ですか？","A: 反射代名詞は不定詞と一緒に使われることがあります。たとえば、「I want to improve myself.」「I need to push myself.」など", "infinitives"
セクション4-5:反射代名詞 (reflexive pronouns),文化的・社会的文脈,"Q: 反射代名詞の使用はどのように文化や言語の特性に影響を受けますか？","A: 反射代名詞の使用は文化や言語の特性に大きく影響を受けます。一部の言語では、特定の文脈で反射代名詞を使用することで、語意や口調が大きく変わる場合があります。また、同じ文を異なる言語で表現するとき、反射代名詞が必要だったり不要だったりすることもあります。","reflexive pronouns cultural context"
セクション4-5:反射代名詞 (reflexive pronouns),実用的な派生,"Q:「自分自身を信じる」というフレーズを英語でどう表現しますか？","A: 'Believe in yourself.'","motivation"
セクション4-6:相互代名詞 (reciprocal pronouns),学習事項の基礎的な説明,"Q: 相互代名詞とは何ですか？","A: 相互代名詞は2人以上の人が互いに同じ行動をお互いに取り合っていることを示すために使われます。「each other」と「one another」が相互代名詞です。","reciprocal pronouns"
セクション4-6:相互代名詞 (reciprocal pronouns),例文,"Q: 映画の登場人物たちがお互いを助けていることを示す例文を英語で作成してください。","A: The characters in the movie were helping each other.","helping each other"
セクション4-6:相互代名詞 (reciprocal pronouns),練習問題,"Q: 「彼と彼女はお互いに信頼している」という文を英語でどう表現しますか？","A: 'He and she trust each other.'","trust each other"
セクション4-6:相互代名詞 (reciprocal pronouns),同じカテゴリ内の拡張,"Q:「each other」と「one another」の違いは何ですか？","A: 「each other」と「one another」は基本的に同じ意味ですが、一部の文法家は「each other」は2人の相互の行動を、「one another」は3人以上の相互の行動を表す時に使うべきだと提唱しています。しかし、現代英語ではこの二つの相互代名詞は通常、差別なく使われます。", "each other vs one another"
セクション4-6:相互代名詞 (reciprocal pronouns),異なるカテゴリとの関連性,"Q: 相互代名詞と動詞の関連性は何ですか？","A: 相互代名詞は動詞と一緒に使われ、その動詞の行動が複数の主体間でお互いに行われていることを示します。例えば、「They love each other」では、「love」の行動が互いに発生していることを「each other」が示しています。","verb and reciprocal pronoun"
セクション4-6:相互代名詞 (reciprocal pronouns),文化的・社会的文脈,"Q: 相互代名詞の使用はどのように社会的な規範やコミュニティの特性に影響を受けますか？","A: 社会的な規範や、コミュニティの特性によって相互代名詞の使用は異なる場合があります。例えば、共同体や集団の規模や結束性、相互作用の頻度や親密さなどが、どのように「each other」や「one another」が使用されるかに影響を与えることがあります。","social norms"
セクション4-6:相互代名詞 (reciprocal pronouns),実用的な派生,"Q:「私たちはお互いに手紙を書く」を英語でどう表現しますか？","A: 'We write to each other.'","writing letters"
セクション5-1:質問文 (Questions),学習事項の基礎的な説明,"Q: 英語での基本的な質問の形づくりはどのようなものですか？","A: 基本的な英語の疑問文は、一般的には疑問詞 (Who, What, Where, When, Why, How)か助動詞 (do, does, did, is, are, am, was, were, have, has, had等)で始まります。助動詞の後に主語が来て、その後に動詞が続きます。疑問詞のあとにも基本的に同じ構文が続きます。","question structure"
セクション5-1:質問文 (Questions),例文,"Q: ''What time is it?'' という質問文を分析してください。","A: ''What time is it?'' という文は、疑問詞 'What' で始まり、それに続いて ''time''、助動詞 ''is''、そして主語 ''it'' が続いています。これは時間を尋ねる一般的な英語の質問形です。","asking time"
セクション5-1:質問文 (Questions),練習問題,"Q: ''When does the train arrive?'' という英文が正しい形の質問文になっているか答えてください。","A: はい、''When does the train arrive?'' は正しい形の英文の質問です。'When' が疑問詞で、'does' が助動詞、'the train' が主語、 'arrive' が動詞となっています。","train arrival"
セクション5-1:質問文 (Questions),同じカテゴリ内の拡張,"Q: 繋辞（接続詞）が疑問文にどのように影響しますか？","A: 繋辞は質問文だけでなく、全ての文の流れと組織を整理します。疑問詞がない質問文で、特にYes/No questionsでは、繋辞は文の主たる意味をもたらす部分とそれ以外の部分を結びつけます。例えば、「Are you hungry because you skipped breakfast?」では 'because' は質問の理由を説明しています。","conjunctions in questions"
セクション5-1:質問文 (Questions),異なるカテゴリとの関連性,"Q: 肯定文と疑問文の文型はどのように異なりますか？","A: 英語における基本的な肯定文の文型では、主語が先に来て、その後に動詞が続きます（例: 'You are tired.'）。一方、基本的な疑問文では、助動詞（または疑問詞+助動詞）が先に来て、その後に主語がきます（例: 'Are you tired?'）","statement vs question"
セクション5-1:質問文 (Questions),文化的・社会的文脈,"Q: 疑問文の使用はどのように文化や社会的な規範に影響されますか？","A: 社会文化的な規範や期待は、質問の形式や頻度、そしてどのような状況で何を尋ねるかを大きく左右します。例えば、一部の文化では直接的な質問は失礼とされるところもあります。また、質問の仕方も社会的な役割や関係、状況により変わり得ます。","cultural norms questions"
セクション5-1:質問文 (Questions),実用的な派生,"Q: 会議で出席者が理解しているかどうかを確認する質問は何ですか？","A: そのような状況では、「Is everyone following?」や「Does anyone have questions?」等の質問が用いられます。","business meeting"
セクション5-2:疑問詞 (Question words),学習事項の基礎的な説明,"Q: 英語の疑問詞は何ですか？","A: 英語の疑問詞には Who, What, Where, When, Why, How などがあります。これらは特定の情報を求めるために質問文を始めるのに使われます。","question words"
セクション5-2:疑問詞 (Question words),例文,"Q: 'Who' と 'Whom' はどのように使い分けますか？","A: 'Who' は通常、質問文の主語として使われます。例えば、'Who ate the last cookie?'\n'Whom' は質問文の目的語として使われます。例えば、'Whom did you ask?'\nただし、口語英語では 'whom' の使用はかなり制限され、多くの場合に 'who' で代替されます。","who vs whom"
セクション5-2:疑問詞 (Question words),練習問題,"Q: 次の質問文の疑問詞を指摘してください。 'When does the movie start?'","A: この質問文の疑問詞は 'When' です。","movie start"
セクション5-2:疑問詞 (Question words),同じカテゴリ内の拡張,"Q: 'Whose' という疑問詞は何を尋ねますか？","A: 疑問詞 'Whose' は所有権または関係性を尋ねるために使われます。例えば、「Whose pencil is this?」（これは誰のペンシルですか？）。","whose"
セクション5-2:疑問詞 (Question words),異なるカテゴリとの関連性,"Q: 疑問詞と冠詞の使い方はどのように関連していますか？","A: 疑問詞の後に冠詞が来ることがよくあります。例えば、「What is the time?」では、疑問詞 'What' の後に冠詞 'the' が来ます。これは、特定の時間（すなわち、「the time」）を尋ねています。","question and article"
セクション5-2:疑問詞 (Question words),文化的・社会的文脈,"Q: 疑問詞の使い方は、コンテクストや文化により影響されることがありますか？","A: はい、それは可能です。例えば、直接的な疑問文は一部の文化では避けられることがあります。また、特定の状況では、疑問詞を使った間接的な質問の方が適切とされます。たとえば、「Would you know where the bathroom is?」のような表現です。","indirect questions"
セクション5-2:疑問詞 (Question words),実用的な派生,"Q: 異なる疑問詞を使って、同じ情報を得るような質問を思いつきますか？","A: その情報が何であるかによりますが、異なる疑問詞を用いて同じ意味になる質問をすることは可能です。例えば、時間の尋ね方として、「What time is it?」（今何時？）と「When is now?」（今はいつ？）は同じ情報を得るための質問ですが、前者の方がよく使われます。後者はあまり一般的ではありません。","asking time"
セクション5-3: Yes/No questions,学習事項の基礎的な説明,"Q: Yes/No questionsとは何ですか？","A: Yes/No questionsは、返答が 'yes' または 'no' である質問です。これらの質問は通常、動詞を先頭に置くことで形成されます。例えば、「Are you ready?」や「Do you like pizza?」などです。","yes no question"
セクション5-3: Yes/No questions,例文,"Q: 典型的なYes/No questionsを2つ挙げてください","A: 「Are you a student?」、「Do you have a car?」等が例として考えられます。","yes no question"
セクション5-3: Yes/No questions,練習問題,"Q: 次の文をYes/No questionsに変換してください。 'You are going to the party.'","A: 変換後のYes/No questionsは「Are you going to the party?」となります。","party question"
セクション5-3: Yes/No questions,同じカテゴリ内の拡張,"Q: Yes/No questionsでも詳細を求める方法はありますか？","A: Yes、質問に具体的な情報を追加することで、Yes/Noの回答だけでなく、詳細な情報も得ることができます。例えば、「Did you like the movie, and why?」（映画は好きだったか、それはなぜか）","movie question"
